ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.0),1 (0.36),1 (0.48),0 (0.12),1 (0.28),1 (0.12),0 (0.04),1 (0.32),0 (0.16),0 (0.36),1 (0.44),1 (0.0),1 (0.2),1 (0.24),0 (0.12),1,"ALBERT,W2V","(0, 1)",W2V,TRUE,TRUE
1 (0.0),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,Falcon,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.44),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.24),1 (0.08),1 (0.0),1 (0.08),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.04),1 (0.48),1 (0.08),1 (0.08),1 (0.28),1 (0.36),1 (0.0),1 (0.2),1 (0.16),1 (0.04),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"Falcon,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.08),1 (0.08),1 (0.16),1 (0.2),1 (0.24),1 (0.24),1 (0.28),1 (0.32),1 (0.16),1 (0.0),1 (0.32),1 (0.32),1 (0.44),1 (0.12),1 (0.12),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
0 (0.36),0 (0.08),0 (0.24),0 (0.24),0 (0.36),0 (0.2),0 (0.08),0 (0.36),0 (0.4),0 (0.2),0 (0.0),0 (0.16),0 (0.32),0 (0.16),0 (0.0),0,"RoBERTa,MISTRAL","(0, 0)",RoBERTa,TRUE,TRUE
0 (0.24),0 (0.28),0 (0.28),0 (0.52),0 (0.2),0 (0.16),0 (0.12),0 (0.32),1 (0.6),0 (0.04),0 (0.28),1 (0.36),1 (0.12),0 (0.2),0 (0.04),0,"LLAMA,MISTRAL","(0, 0)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.0),0 (0.04),0 (0.04),0 (0.16),0 (0.2),0 (0.0),0 (0.04),0 (0.24),0 (0.0),0 (0.04),0 (0.0),0 (0.24),0 (0.0),0 (0.0),0,"BART,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BART,TRUE,TRUE
1 (0.32),0 (0.44),0 (0.48),1 (0.16),1 (0.6),0 (0.32),0 (0.24),0 (0.32),1 (0.28),0 (0.24),1 (0.08),0 (0.56),1 (0.12),0 (0.24),1 (0.0),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
1 (0.0),1 (0.12),1 (0.2),1 (0.36),1 (0.36),1 (0.2),1 (0.08),1 (0.0),1 (0.0),1 (0.08),1 (0.2),1 (0.0),1 (0.28),1 (0.0),1 (0.08),1,"ALBERT,Fasttext,Glove,W2V,LLAMA3","(1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.16),0 (0.16),0 (0.0),0 (0.08),0 (0.4),0 (0.16),0 (0.0),0 (0.04),0 (0.0),0 (0.04),0 (0.16),0 (0.0),0 (0.36),0 (0.0),0 (0.0),0,"BERT,Falcon,Glove,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.32),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0 (0.16),0 (0.0),0 (0.12),0 (0.16),0 (0.04),0 (0.08),0 (0.24),0 (0.04),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELECTRA,Falcon,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.12),0 (0.4),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1,"BERT,DistilBERT,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.0),0 (0.28),0 (0.0),0 (0.08),0 (0.08),0 (0.52),0 (0.0),0 (0.0),0 (0.12),0 (0.0),0 (0.24),0 (0.2),0 (0.12),0 (0.08),0 (0.0),0,"ALBERT,BERT,Falcon,Fasttext,LLAMA,MISTRAL","(0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.36),1 (0.48),1 (0.12),1 (0.28),1 (0.28),1 (0.36),1 (0.2),1 (0.56),1 (0.04),1 (0.08),1 (0.08),1 (0.36),1 (0.52),1 (0.0),1 (0.04),1,LLAMA3,"(1,)",LLAMA3,TRUE,TRUE
1 (0.16),1 (0.28),1 (0.24),1 (0.04),1 (0.28),1 (0.2),1 (0.2),1 (0.56),1 (0.16),1 (0.08),1 (0.08),1 (0.52),1 (0.2),1 (0.0),1 (0.24),1,LLAMA3,"(1,)",LLAMA3,TRUE,TRUE
1 (0.36),1 (0.36),1 (0.16),1 (0.12),1 (0.24),1 (0.52),1 (0.2),1 (0.0),1 (0.28),1 (0.04),1 (0.08),1 (0.28),1 (0.28),1 (0.2),1 (0.28),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
1 (0.16),1 (0.48),1 (0.0),1 (0.04),1 (0.32),1 (0.04),1 (0.0),1 (0.2),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"BERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.32),1 (0.48),1 (0.04),1 (0.0),1 (0.24),1 (0.04),1 (0.0),1 (0.36),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.4),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.36),0 (0.0),0 (0.24),0 (0.12),0 (0.24),0 (0.08),0 (0.08),0 (0.44),0 (0.0),0 (0.32),0 (0.32),0 (0.04),0 (0.0),0 (0.04),0 (0.08),0,"BART,Glove,XLNET","(0, 0, 0)",BART,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.36),1 (0.4),0 (0.44),1 (0.4),1 (0.24),1 (0.12),1 (0.32),1 (0.44),1 (0.12),1 (0.04),1 (0.44),1 (0.48),1 (0.48),1 (0.28),0 (0.36),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
1 (0.32),0 (0.32),0 (0.08),1 (0.52),1 (0.2),1 (0.04),1 (0.0),0 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 0, 1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.16),0 (0.16),1 (0.12),0 (0.16),0 (0.4),0 (0.36),0 (0.08),0 (0.24),0 (0.28),0 (0.28),0 (0.56),0 (0.08),0 (0.16),0 (0.24),0 (0.16),0,"Falcon,W2V","(0, 0)",Falcon,TRUE,TRUE
0 (0.04),0 (0.08),0 (0.0),0 (0.16),0 (0.44),0 (0.0),0 (0.2),0 (0.08),0 (0.0),0 (0.08),0 (0.44),0 (0.16),0 (0.44),0 (0.16),0 (0.0),0,"BERT,ELMO,Glove,MISTRAL","(0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.12),0 (0.04),0 (0.2),0 (0.04),0 (0.12),0 (0.08),0 (0.0),0 (0.36),0 (0.08),0 (0.0),0 (0.0),0 (0.2),0 (0.52),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.32),0 (0.2),1 (0.16),0 (0.12),0 (0.44),0 (0.32),0 (0.08),1 (0.4),0 (0.48),0 (0.04),0 (0.36),0 (0.56),0 (0.16),0 (0.24),0 (0.08),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.4),0 (0.04),0 (0.2),0 (0.08),0 (0.24),0 (0.0),0 (0.56),0 (0.4),0 (0.04),0 (0.0),0 (0.0),0 (0.32),0 (0.0),0 (0.0),0,"ALBERT,Falcon,RoBERTa,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.08),1 (0.44),1 (0.0),1 (0.12),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.16),1 (0.0),1 (0.16),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.16),1 (0.36),1 (0.0),1 (0.04),1 (0.32),1 (0.0),1 (0.0),1 (0.04),1 (0.24),1 (0.0),1 (0.08),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.12),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.16),1 (0.08),1 (0.0),1 (0.04),1 (0.16),1 (0.0),1 (0.2),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,XLNET,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.36),1 (0.56),1 (0.24),0 (0.28),1 (0.24),0 (0.28),0 (0.32),0 (0.2),1 (0.04),0 (0.16),1 (0.16),0 (0.12),0 (0.04),1 (0.48),0 (0.4),0,"Glove,XLNET","(1, 0)",XLNET,TRUE,TRUE
0 (0.52),1 (0.16),1 (0.04),1 (0.16),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.16),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.08),1 (0.24),1 (0.04),1 (0.24),1 (0.52),1 (0.16),1 (0.0),1 (0.08),1 (0.08),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1,"Falcon,LLAMA,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.32),1 (0.08),1 (0.0),1 (0.48),1 (0.16),1 (0.0),1 (0.44),0 (0.4),1 (0.0),1 (0.0),1 (0.24),1 (0.24),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.32),0 (0.44),0 (0.4),0 (0.12),0 (0.4),0 (0.0),0 (0.24),0 (0.4),0 (0.2),0 (0.52),0 (0.2),0 (0.2),0 (0.24),0 (0.12),0 (0.08),0,ELMO,"(0,)",ELMO,TRUE,TRUE
1 (0.36),1 (0.28),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.04),1 (0.24),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.12),0 (0.44),0 (0.24),0 (0.16),0 (0.16),0 (0.28),0 (0.24),0 (0.28),1 (0.28),0 (0.16),0 (0.16),0 (0.2),0 (0.64),0 (0.24),0 (0.24),0,ALBERT,"(0,)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.36),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.48),0 (0.04),0 (0.16),0 (0.56),0 (0.08),0 (0.08),0 (0.28),1 (0.0),0 (0.0),0 (0.0),0 (0.52),0 (0.56),0 (0.04),0 (0.08),0,"Glove,LLAMA,RoBERTa","(1, 0, 0)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.36),0 (0.12),0 (0.0),0 (0.32),0 (0.08),0 (0.0),0 (0.48),0 (0.52),0 (0.0),0 (0.0),0 (0.16),0 (0.36),0 (0.0),0 (0.0),0,"ALBERT,DistilBERT,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.08),1 (0.48),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.16),1 (0.16),1 (0.0),1 (0.2),1 (0.08),1 (0.2),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.16),0 (0.08),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.08),0 (0.36),0 (0.2),0 (0.28),0 (0.52),0 (0.12),0 (0.0),0 (0.12),0 (0.12),0,"BERT,DistilBERT,ELMO,XLNET","(0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.36),0 (0.16),0 (0.2),0 (0.44),0 (0.24),0 (0.36),0 (0.04),1 (0.2),1 (0.16),0 (0.08),0 (0.08),0 (0.28),0 (0.32),0 (0.28),0 (0.04),0,"Falcon,MISTRAL","(0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.28),0 (0.0),0 (0.0),0 (0.08),0 (0.0),0 (0.0),0 (0.04),0 (0.12),0 (0.04),0 (0.36),0 (0.0),0 (0.12),0 (0.0),0 (0.0),0,"BERT,DistilBERT,ELMO,Falcon,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.08),0 (0.24),0 (0.08),0 (0.28),0 (0.2),0 (0.16),0 (0.0),0 (0.28),0 (0.36),0 (0.04),0 (0.0),0 (0.08),0 (0.2),0 (0.0),0 (0.0),0,"Falcon,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.32),1 (0.56),0 (0.28),0 (0.2),0 (0.16),0 (0.28),0 (0.36),0 (0.36),0 (0.36),1 (0.04),0 (0.24),0 (0.08),0 (0.32),1 (0.16),1 (0.12),1,LLAMA,"(1,)",LLAMA,TRUE,TRUE
0 (0.08),0 (0.04),0 (0.16),0 (0.08),0 (0.16),0 (0.12),0 (0.0),1 (0.04),0 (0.24),0 (0.04),0 (0.12),0 (0.16),0 (0.2),0 (0.0),0 (0.0),0,"Falcon,LLAMA3,MISTRAL","(0, 0, 0)",Falcon,TRUE,TRUE
0 (0.0),0 (0.04),0 (0.24),0 (0.16),0 (0.52),0 (0.28),0 (0.28),0 (0.0),0 (0.36),0 (0.12),0 (0.16),0 (0.32),0 (0.28),0 (0.32),0 (0.2),0,"ALBERT,Fasttext","(0, 0)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.16),1 (0.36),1 (0.4),1 (0.08),1 (0.52),1 (0.28),1 (0.08),1 (0.32),1 (0.08),1 (0.32),1 (0.2),1 (0.28),1 (0.32),1 (0.24),1,"ELECTRA,Fasttext,LLAMA","(1, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.16),0 (0.32),0 (0.2),0 (0.12),0 (0.28),0 (0.08),0 (0.08),0 (0.32),0 (0.36),0 (0.12),0 (0.04),0 (0.28),0 (0.36),0 (0.04),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.08),1 (0.04),1 (0.0),1 (0.04),1 (0.2),1 (0.0),1 (0.0),1 (0.08),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"BERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.28),1 (0.44),1 (0.28),1 (0.0),1 (0.32),1 (0.2),1 (0.04),1 (0.24),1 (0.24),1 (0.08),1 (0.2),1 (0.36),1 (0.36),1 (0.16),1 (0.08),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
1 (0.16),1 (0.32),1 (0.16),0 (0.12),1 (0.24),0 (0.12),1 (0.12),1 (0.28),1 (0.32),0 (0.16),1 (0.2),1 (0.16),1 (0.2),1 (0.2),1 (0.04),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
0 (0.16),1 (0.32),0 (0.28),0 (0.2),0 (0.48),0 (0.32),0 (0.2),0 (0.0),1 (0.0),0 (0.16),0 (0.68),0 (0.4),1 (0.44),0 (0.36),0 (0.24),0,"Fasttext,Glove","(0, 1)",Fasttext,TRUE,TRUE
1 (0.24),1 (0.6),1 (0.0),1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.2),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.56),1 (0.0),1 (0.04),1,"BERT,DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.24),1 (0.12),1 (0.12),1 (0.0),1 (0.04),1 (0.0),1 (0.44),1 (0.0),1 (0.04),1 (0.4),1 (0.4),1 (0.0),1 (0.28),0 (0.2),1 (0.2),0,"DistilBERT,ELMO,Fasttext,W2V","(1, 1, 1, 1)",W2V,FALSE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.04),1 (0.12),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.28),1 (0.44),1 (0.2),0 (0.28),1 (0.28),0 (0.2),0 (0.32),1 (0.36),0 (0.44),0 (0.32),1 (0.32),0 (0.32),0 (0.24),0 (0.32),0 (0.32),0,"BERT,ELMO","(1, 0)",ELMO,TRUE,TRUE
1 (0.48),0 (0.28),1 (0.24),1 (0.12),1 (0.12),1 (0.48),1 (0.0),1 (0.16),1 (0.28),1 (0.32),1 (0.4),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1,"Falcon,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1)",Falcon,TRUE,TRUE
0 (0.12),0 (0.2),0 (0.32),0 (0.04),0 (0.12),0 (0.04),0 (0.16),0 (0.36),0 (0.24),0 (0.0),0 (0.08),0 (0.56),0 (0.12),0 (0.04),0 (0.04),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.28),1 (0.4),1 (0.0),1 (0.16),1 (0.24),1 (0.16),1 (0.0),1 (0.08),1 (0.56),1 (0.44),1 (0.32),0 (0.04),1 (0.24),1 (0.08),1 (0.36),1,"BERT,Falcon","(1, 1)",BERT,TRUE,TRUE
0 (0.28),0 (0.12),0 (0.0),0 (0.0),0 (0.28),0 (0.04),0 (0.0),0 (0.28),0 (0.32),0 (0.04),0 (0.4),0 (0.04),0 (0.12),0 (0.2),0 (0.0),0,"BERT,DistilBERT,Falcon,MISTRAL","(0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.2),0 (0.4),0 (0.6),0 (0.28),0 (0.32),0 (0.28),0 (0.6),0 (0.36),0 (0.36),0 (0.44),0 (0.2),1 (0.2),0 (0.24),1 (0.36),1,"BART,W2V,XLNET","(0, 0, 1)",XLNET,TRUE,TRUE
0 (0.2),0 (0.28),0 (0.36),0 (0.2),0 (0.2),0 (0.08),0 (0.0),0 (0.28),0 (0.32),0 (0.0),0 (0.0),0 (0.24),0 (0.28),0 (0.0),0 (0.04),0,"Falcon,LLAMA,RoBERTa,LLAMA3","(0, 0, 0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.4),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.36),1 (0.04),1 (0.0),1 (0.0),1 (0.04),1 (0.32),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELECTRA,ELMO,Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.4),0 (0.04),0 (0.16),0 (0.4),0 (0.16),0 (0.16),0 (0.2),0 (0.32),0 (0.16),0 (0.0),0 (0.08),0 (0.0),0 (0.24),0 (0.04),0,"RoBERTa,XLNET","(0, 0)",RoBERTa,TRUE,TRUE
0 (0.2),1 (0.16),0 (0.08),0 (0.24),0 (0.32),0 (0.08),0 (0.04),0 (0.04),1 (0.4),0 (0.0),0 (0.0),0 (0.28),0 (0.2),0 (0.04),0 (0.2),0,"LLAMA,RoBERTa","(0, 0)",LLAMA,TRUE,TRUE
0 (0.0),0 (0.36),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Glove,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.04),0 (0.12),0 (0.16),0 (0.24),0 (0.24),0 (0.2),0 (0.0),0 (0.08),1 (0.04),0 (0.12),0 (0.0),0 (0.0),0 (0.0),0 (0.28),0 (0.08),0,"Falcon,RoBERTa,W2V,XLNET","(0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.28),0 (0.2),0 (0.32),0 (0.16),0 (0.32),0 (0.0),0 (0.08),0 (0.04),0 (0.0),0 (0.04),0 (0.04),0 (0.32),0 (0.36),0 (0.04),0 (0.0),0,"ELMO,Glove,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
