ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
4 (0.96),3 (0.92),4 (0.8),2 (0.8),3 (0.8),4 (0.72),4 (0.96),4 (0.76),4 (0.76),1 (0.72),2 (0.92),2 (0.88),4 (0.76),4 (0.88),1 (0.68),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
5 (0.84),1 (0.72),4 (0.76),4 (0.8),5 (0.72),2 (0.88),2 (0.88),1 (0.8),3 (0.88),2 (0.88),2 (0.92),2 (0.76),4 (0.76),2 (0.92),3 (0.76),1,"BART,ELECTRA","(1, 5)",BART,TRUE,TRUE
2 (0.84),1 (0.92),1 (0.72),1 (0.84),1 (0.88),1 (0.72),2 (0.88),0 (0.72),0 (0.84),3 (0.92),2 (0.72),2 (0.84),1 (0.76),2 (0.76),3 (0.8),2,"BERT,ELMO,Fasttext,RoBERTa","(1, 1, 0, 2)",RoBERTa,TRUE,TRUE
3 (0.88),1 (0.8),3 (0.92),1 (0.72),3 (0.76),2 (0.84),2 (0.68),1 (0.8),3 (0.96),3 (0.8),0 (0.84),1 (0.84),0 (0.72),1 (0.8),1 (0.84),5,Falcon,"(2,)",Falcon,FALSE,FALSE
1 (0.92),2 (0.88),1 (0.8),1 (0.88),0 (0.92),4 (0.88),1 (0.72),0 (0.92),1 (0.8),1 (0.8),1 (0.92),1 (0.8),2 (0.8),1 (0.84),1 (0.92),1,Falcon,"(1,)",Falcon,TRUE,TRUE
1 (0.8),3 (0.88),4 (0.8),1 (0.96),3 (0.84),5 (0.8),4 (0.68),4 (0.72),4 (0.8),5 (0.76),4 (0.8),5 (0.84),3 (0.68),4 (0.76),4 (0.88),4,"Falcon,XLNET","(4, 3)",Falcon,TRUE,TRUE
4 (0.76),4 (0.76),4 (0.88),4 (0.8),4 (0.8),4 (0.64),4 (0.8),4 (0.68),4 (0.6),4 (0.84),4 (0.8),4 (0.72),4 (0.56),4 (0.84),4 (0.76),4,XLNET,"(4,)",XLNET,TRUE,TRUE
1 (0.72),4 (0.76),3 (0.68),3 (0.76),3 (0.88),1 (0.84),3 (0.76),3 (0.8),1 (0.72),3 (0.68),3 (0.92),1 (0.96),3 (0.72),3 (0.76),3 (0.84),2,"BERT,LLAMA","(3, 3)",BERT,FALSE,FALSE
1 (0.88),3 (0.88),4 (0.84),3 (0.92),4 (0.8),1 (0.8),4 (0.84),3 (0.72),3 (0.88),4 (0.76),4 (0.8),2 (0.8),5 (0.8),4 (0.8),4 (0.64),2,MISTRAL,"(4,)",MISTRAL,FALSE,TRUE
3 (0.8),3 (1.0),5 (0.68),3 (0.76),3 (0.68),3 (0.64),4 (0.64),4 (0.8),4 (0.92),4 (0.76),4 (0.8),4 (0.8),3 (0.88),4 (0.64),3 (0.84),5,"ELMO,Falcon,LLAMA3","(3, 4, 4)",ELMO,FALSE,TRUE
0 (0.6),3 (0.84),1 (0.8),1 (0.68),1 (0.84),1 (0.96),4 (0.72),1 (0.68),1 (0.76),4 (0.84),4 (0.72),0 (0.88),3 (0.8),0 (0.88),4 (0.84),0,ALBERT,"(0,)",ALBERT,TRUE,TRUE
0 (0.8),0 (0.84),1 (0.88),1 (0.8),1 (0.84),2 (0.88),0 (0.68),2 (0.8),5 (0.76),1 (0.76),1 (0.84),5 (0.76),1 (0.84),0 (0.72),3 (0.84),1,Falcon,"(0,)",Falcon,FALSE,TRUE
1 (0.76),1 (0.8),1 (0.6),1 (0.8),1 (0.72),1 (0.64),1 (0.84),1 (0.64),1 (0.72),1 (0.64),0 (0.6),1 (0.84),1 (0.72),1 (0.68),1 (0.76),1,"BERT,RoBERTa","(1, 0)",BERT,TRUE,TRUE
3 (0.56),1 (0.68),1 (0.84),1 (0.68),3 (0.72),1 (0.72),5 (0.56),3 (0.72),1 (0.88),4 (0.72),3 (0.88),5 (0.8),4 (0.8),4 (0.8),4 (0.8),5,"ALBERT,Falcon","(3, 5)",Falcon,TRUE,TRUE
5 (0.68),4 (0.76),4 (0.88),4 (0.92),1 (0.6),4 (0.84),1 (0.76),0 (0.64),4 (0.84),1 (0.84),3 (0.88),3 (0.88),1 (0.84),3 (0.72),1 (0.8),1,ELECTRA,"(1,)",ELECTRA,TRUE,TRUE
1 (0.72),1 (0.92),1 (0.76),2 (0.76),1 (1.0),1 (0.68),3 (0.92),2 (0.68),1 (0.68),4 (0.88),1 (0.92),1 (0.88),3 (0.84),3 (0.92),1 (0.84),0,"ELMO,Fasttext,Glove","(1, 2, 1)",ELMO,FALSE,FALSE
2 (0.84),4 (0.64),3 (0.92),1 (0.84),1 (0.8),1 (0.92),0 (0.84),0 (0.56),1 (0.76),1 (0.84),2 (0.96),3 (0.84),2 (0.76),2 (0.84),1 (0.72),3,Fasttext,"(0,)",Fasttext,FALSE,TRUE
5 (0.8),4 (0.8),4 (0.64),2 (0.64),3 (0.8),2 (1.0),4 (0.92),0 (0.76),3 (0.8),0 (0.88),1 (0.84),1 (0.84),1 (0.8),2 (0.88),4 (0.76),1,"BERT,DistilBERT","(4, 2)",BERT,FALSE,TRUE
3 (0.8),4 (0.96),3 (0.68),3 (0.76),3 (0.8),3 (0.76),3 (0.84),1 (0.92),3 (0.6),4 (0.72),3 (0.92),3 (0.84),3 (0.64),3 (0.84),3 (0.84),4,Glove,"(3,)",Glove,FALSE,TRUE
3 (0.64),3 (0.72),2 (0.8),1 (0.76),4 (0.96),2 (0.76),2 (0.76),2 (0.8),1 (0.84),3 (0.84),3 (0.72),1 (0.8),1 (0.88),2 (0.6),3 (0.72),1,LLAMA3,"(2,)",LLAMA3,FALSE,TRUE
2 (0.72),1 (0.8),4 (0.8),1 (0.88),3 (0.84),2 (0.92),3 (0.92),3 (0.8),1 (0.72),3 (0.68),2 (0.76),3 (0.64),3 (0.76),5 (0.8),1 (0.68),3,W2V,"(3,)",W2V,TRUE,TRUE
4 (0.92),3 (0.96),3 (0.92),1 (0.72),1 (0.96),1 (0.88),4 (0.68),1 (0.84),2 (0.88),4 (0.84),2 (0.84),1 (0.8),1 (0.84),1 (0.76),4 (0.8),2,Falcon,"(4,)",Falcon,FALSE,TRUE
1 (0.72),0 (0.88),4 (0.68),4 (0.68),4 (0.8),4 (0.72),4 (0.8),4 (0.8),4 (0.76),1 (0.8),4 (0.92),4 (0.68),1 (0.72),4 (0.68),4 (0.76),4,"BERT,DistilBERT,W2V,LLAMA3","(4, 4, 4, 4)",BERT,TRUE,TRUE
3 (0.72),5 (0.92),2 (0.92),0 (0.8),3 (0.88),4 (0.84),1 (0.84),1 (0.8),5 (0.8),1 (0.72),1 (0.8),1 (0.72),4 (0.88),1 (0.76),1 (0.76),3,"ALBERT,LLAMA,W2V","(3, 1, 1)",ALBERT,TRUE,TRUE
3 (0.8),5 (0.88),1 (0.68),3 (0.92),3 (0.8),2 (0.72),1 (0.8),3 (0.8),3 (0.56),3 (0.8),1 (0.76),3 (0.76),3 (0.84),1 (0.8),1 (0.56),3,"MISTRAL, Glove","(1, 3)",Glove,TRUE,TRUE
0 (0.76),1 (0.68),1 (0.88),1 (0.72),4 (0.8),2 (0.8),3 (0.8),2 (0.8),3 (0.8),2 (0.72),3 (0.76),3 (0.8),0 (0.76),1 (0.68),2 (0.84),1,"BART,LLAMA3","(1, 1)",BART,TRUE,TRUE
2 (0.72),1 (0.88),0 (0.8),1 (0.76),4 (0.8),3 (0.72),4 (0.84),5 (0.64),4 (0.64),1 (0.92),1 (0.92),5 (0.64),1 (0.84),1 (0.88),3 (0.92),4,"Fasttext,Glove,W2V","(5, 4, 5)",Glove,TRUE,TRUE
4 (0.92),3 (0.88),2 (0.8),3 (0.88),3 (0.8),2 (0.56),2 (0.8),1 (0.64),3 (0.76),4 (0.88),2 (0.96),1 (0.76),4 (0.92),2 (0.92),2 (0.8),2,ELMO,"(2,)",ELMO,TRUE,TRUE
4 (0.8),1 (0.76),2 (0.8),1 (0.8),3 (0.88),1 (0.8),1 (0.84),2 (0.8),1 (0.92),1 (0.8),1 (0.76),1 (0.8),1 (0.88),0 (0.88),1 (0.76),5,"BART,RoBERTa,MISTRAL","(1, 1, 1)",BART,FALSE,FALSE
3 (0.76),2 (0.96),3 (0.64),1 (0.8),3 (0.76),2 (0.68),2 (0.64),3 (0.76),3 (0.72),3 (0.68),1 (0.88),3 (0.88),1 (0.88),2 (0.64),3 (0.76),1,"BERT,Falcon,LLAMA3","(3, 2, 2)",LLAMA3,FALSE,TRUE
2 (0.84),1 (0.88),3 (0.84),3 (0.64),4 (0.64),3 (0.88),3 (0.8),1 (0.84),4 (0.8),1 (0.88),1 (0.68),3 (0.76),1 (0.88),3 (0.6),3 (0.64),3,LLAMA3,"(3,)",LLAMA3,TRUE,TRUE
4 (0.8),3 (0.8),3 (0.8),4 (0.6),4 (0.84),4 (0.76),4 (0.76),4 (0.84),4 (0.64),4 (0.88),3 (0.72),3 (0.8),3 (0.88),4 (0.84),5 (0.76),2,DistilBERT,"(4,)",DistilBERT,FALSE,FALSE
3 (0.84),1 (0.76),1 (0.96),1 (0.84),2 (0.72),3 (0.84),3 (0.76),3 (0.8),1 (0.76),1 (0.8),1 (0.96),1 (0.68),1 (0.76),3 (0.76),1 (0.92),0,W2V,"(1,)",W2V,FALSE,FALSE
2 (0.76),1 (0.76),3 (0.8),3 (0.68),3 (0.88),3 (0.76),5 (0.8),3 (0.92),2 (0.76),1 (0.8),1 (0.76),1 (0.72),1 (0.92),4 (0.76),1 (0.96),2,DistilBERT,"(3,)",DistilBERT,FALSE,TRUE
5 (0.8),4 (0.84),3 (0.8),5 (0.92),3 (0.56),4 (0.88),4 (0.92),3 (0.68),4 (0.8),4 (0.56),3 (0.8),1 (0.8),1 (0.8),4 (0.84),4 (0.88),4,"ELECTRA,LLAMA","(3, 4)",LLAMA,TRUE,TRUE
3 (0.8),0 (0.88),3 (0.68),2 (0.68),3 (0.8),2 (0.96),1 (0.88),4 (0.88),3 (0.84),3 (0.76),3 (0.8),3 (0.76),1 (0.84),4 (0.8),1 (0.92),2,"BERT,DistilBERT","(3, 2)",DistilBERT,TRUE,TRUE
2 (0.92),2 (0.8),2 (0.88),2 (0.76),3 (0.64),3 (0.84),3 (0.8),3 (0.76),3 (0.8),2 (0.68),2 (0.84),2 (0.84),2 (0.84),1 (0.72),2 (0.8),3,ELECTRA,"(3,)",ELECTRA,TRUE,TRUE
2 (0.92),1 (0.84),3 (0.8),5 (0.76),3 (0.8),2 (0.88),2 (0.92),4 (0.88),0 (0.88),2 (0.84),2 (0.88),1 (0.92),3 (0.76),3 (0.84),2 (0.92),3,"DistilBERT,XLNET","(5, 3)",XLNET,TRUE,TRUE
3 (0.84),3 (0.8),3 (0.88),3 (0.76),3 (0.96),3 (0.8),3 (0.84),3 (0.64),4 (0.92),3 (0.84),3 (0.84),3 (0.92),3 (0.8),3 (0.8),3 (0.76),3,Fasttext,"(3,)",Fasttext,TRUE,TRUE
3 (0.8),3 (0.76),3 (0.92),3 (0.76),4 (0.8),5 (0.76),3 (0.84),1 (0.76),3 (0.88),3 (0.64),3 (0.8),4 (0.84),4 (0.64),4 (0.84),5 (0.68),4,"LLAMA,XLNET","(3, 4)",XLNET,TRUE,TRUE
3 (0.6),2 (1.0),3 (0.72),1 (0.72),4 (0.76),2 (0.92),1 (0.88),3 (0.72),1 (0.84),1 (0.72),4 (0.88),1 (0.88),4 (0.8),4 (0.64),1 (0.8),3,ALBERT,"(3,)",ALBERT,TRUE,TRUE
3 (0.92),1 (0.8),3 (0.64),1 (0.68),3 (0.96),1 (0.76),3 (0.84),3 (0.92),4 (0.96),3 (0.76),3 (0.72),0 (0.76),3 (0.76),3 (0.88),3 (0.88),3,BERT,"(3,)",BERT,TRUE,TRUE
2 (0.76),1 (0.88),1 (0.8),0 (0.64),3 (0.76),1 (0.84),1 (0.72),1 (0.68),1 (0.76),1 (0.68),1 (0.96),1 (0.68),1 (0.8),3 (0.92),1 (0.68),1,DistilBERT,"(0,)",DistilBERT,FALSE,TRUE
2 (0.8),3 (0.76),0 (0.76),1 (0.84),4 (0.8),2 (0.84),0 (0.76),1 (0.68),3 (0.88),0 (0.8),4 (0.84),0 (0.84),2 (0.68),0 (0.8),1 (0.76),2,"Fasttext,XLNET","(1, 2)",XLNET,TRUE,TRUE
0 (0.76),1 (0.92),1 (0.84),2 (0.76),5 (1.0),1 (0.84),4 (0.72),1 (0.84),4 (0.96),4 (0.72),2 (0.92),4 (0.76),1 (0.84),2 (0.8),3 (0.92),3,"Falcon,LLAMA","(4, 4)",LLAMA,FALSE,TRUE
3 (0.88),4 (0.84),2 (0.84),1 (0.88),2 (0.96),0 (0.8),0 (0.84),1 (0.76),1 (0.76),0 (0.88),1 (0.76),1 (0.96),0 (0.8),0 (0.8),0 (0.8),5,"Fasttext,Glove,RoBERTa","(1, 1, 1)",RoBERTa,FALSE,FALSE
1 (0.8),4 (0.84),3 (0.8),1 (0.72),2 (0.8),1 (0.72),1 (0.8),1 (0.72),1 (0.76),1 (0.72),4 (0.8),1 (0.84),1 (0.88),1 (0.68),1 (0.88),0,LLAMA3,"(1,)",LLAMA3,FALSE,FALSE
4 (0.88),4 (0.8),3 (0.8),4 (0.64),1 (0.84),4 (0.72),4 (0.92),4 (0.76),4 (0.76),4 (0.68),4 (0.76),4 (0.72),4 (0.88),4 (0.76),4 (0.68),4,DistilBERT,"(4,)",DistilBERT,TRUE,TRUE
3 (0.68),3 (0.88),4 (0.64),3 (0.84),3 (0.8),5 (0.72),1 (0.84),4 (0.76),3 (0.92),4 (0.72),3 (0.76),1 (0.84),3 (0.88),4 (0.76),4 (0.64),1,"BERT,MISTRAL","(4, 4)",BERT,FALSE,TRUE
5 (0.76),4 (0.8),4 (0.72),3 (0.84),3 (0.64),5 (0.8),5 (0.96),5 (0.88),4 (0.64),3 (0.84),5 (0.76),5 (0.84),4 (0.8),5 (0.76),4 (0.8),3,"ELECTRA,Glove","(3, 4)",ELECTRA,TRUE,TRUE
2 (0.72),1 (0.88),4 (0.8),5 (0.72),3 (0.92),1 (0.84),1 (0.8),1 (0.76),4 (0.96),1 (0.76),1 (0.8),1 (0.92),1 (0.84),1 (0.8),5 (0.84),5,"ALBERT,DistilBERT","(2, 5)",DistilBERT,TRUE,TRUE
4 (0.8),3 (0.76),3 (0.72),1 (0.96),3 (0.84),4 (0.84),3 (0.84),4 (0.68),5 (0.8),5 (0.8),3 (0.68),4 (0.76),4 (0.8),4 (0.72),3 (0.72),4,"Fasttext,RoBERTa","(4, 3)",Fasttext,TRUE,TRUE
4 (0.88),1 (0.88),3 (0.88),3 (0.76),4 (0.68),5 (0.92),3 (0.92),1 (0.84),1 (0.68),4 (0.64),4 (0.84),5 (0.76),4 (0.76),4 (0.68),3 (0.56),4,MISTRAL,"(3,)",MISTRAL,FALSE,TRUE
4 (0.64),4 (0.92),0 (0.84),5 (0.76),5 (0.88),1 (0.8),4 (0.84),4 (0.84),4 (0.72),4 (0.8),4 (0.8),1 (0.76),4 (0.76),4 (0.8),4 (0.64),3,"ALBERT,MISTRAL","(4, 4)",MISTRAL,FALSE,FALSE
1 (0.92),1 (0.76),4 (0.76),1 (0.84),4 (0.84),1 (0.88),4 (0.84),1 (0.84),1 (0.88),4 (0.84),5 (0.76),1 (0.8),5 (0.84),4 (0.84),3 (0.96),5,"BART,BERT,RoBERTa","(1, 4, 5)",RoBERTa,TRUE,TRUE
3 (0.84),5 (0.56),3 (0.8),3 (0.72),3 (0.88),5 (0.88),3 (0.76),4 (0.56),4 (0.76),3 (0.76),4 (0.84),4 (0.72),3 (0.68),4 (0.84),3 (0.88),4,"BART,Fasttext","(5, 4)",Fasttext,TRUE,TRUE
3 (0.84),3 (0.92),3 (0.84),1 (0.76),3 (0.88),3 (0.84),5 (0.76),3 (0.88),2 (0.76),3 (0.68),1 (0.96),3 (0.72),3 (0.56),0 (0.84),3 (0.8),4,XLNET,"(3,)",XLNET,FALSE,FALSE
1 (0.88),5 (0.76),2 (0.72),3 (0.8),3 (0.8),3 (0.92),3 (0.8),3 (0.88),1 (0.84),3 (0.84),0 (0.88),1 (0.76),3 (0.72),2 (0.96),2 (0.88),3,"BERT,XLNET","(2, 3)",XLNET,TRUE,TRUE
3 (0.84),4 (0.8),4 (0.8),4 (0.8),4 (0.64),4 (0.84),1 (0.6),4 (0.72),3 (0.6),5 (0.8),5 (0.76),5 (0.76),4 (0.88),5 (0.92),1 (0.64),3,"Falcon,Glove","(1, 3)",Glove,TRUE,TRUE
3 (0.76),1 (0.72),2 (0.72),0 (0.92),2 (0.88),1 (0.8),1 (0.68),1 (0.88),1 (0.8),2 (0.88),3 (0.8),2 (0.92),1 (0.76),1 (0.84),1 (0.8),0,Falcon,"(1,)",Falcon,FALSE,TRUE
0 (0.96),1 (0.8),2 (0.72),2 (0.8),1 (0.76),2 (0.76),3 (0.6),3 (0.72),1 (0.84),3 (0.68),3 (0.96),3 (0.64),3 (0.92),3 (0.64),3 (0.84),4,Falcon,"(3,)",Falcon,FALSE,FALSE
2 (0.8),1 (0.84),3 (0.84),1 (0.88),4 (0.68),1 (0.76),3 (0.92),3 (0.84),1 (0.76),3 (0.88),3 (0.84),1 (0.64),1 (0.8),3 (0.88),3 (0.72),0,W2V,"(1,)",W2V,FALSE,FALSE
1 (0.88),3 (0.92),4 (0.68),3 (0.88),2 (0.84),3 (0.72),1 (0.76),1 (0.8),1 (0.88),2 (0.68),1 (0.76),0 (0.88),1 (0.88),1 (0.84),2 (0.72),2,"BERT,LLAMA","(4, 2)",LLAMA,TRUE,TRUE
1 (0.88),2 (0.84),2 (0.68),2 (0.68),3 (0.72),4 (0.84),3 (0.84),5 (0.84),4 (0.72),0 (0.84),3 (0.88),4 (0.8),1 (0.8),3 (0.8),2 (0.76),3,"BERT,DistilBERT","(2, 2)",DistilBERT,FALSE,TRUE
4 (0.8),5 (0.92),2 (0.64),3 (0.8),4 (0.88),5 (0.8),5 (0.76),4 (0.76),4 (0.84),1 (0.8),4 (0.68),4 (0.84),1 (0.72),3 (0.84),4 (0.76),4,BERT,"(2,)",BERT,FALSE,TRUE
4 (0.8),3 (0.84),4 (0.8),3 (0.8),4 (0.72),4 (0.84),1 (0.76),5 (0.76),4 (0.68),3 (0.8),4 (0.96),4 (0.72),1 (0.84),3 (0.76),1 (0.72),4,Glove,"(4,)",Glove,TRUE,TRUE
2 (0.96),1 (0.84),1 (0.88),1 (0.88),0 (0.84),1 (0.72),3 (0.92),3 (0.76),2 (0.76),1 (0.8),0 (0.88),3 (0.72),3 (0.96),2 (0.76),0 (0.72),2,"ELMO,W2V,MISTRAL","(1, 3, 0)",ELMO,FALSE,TRUE
1 (0.72),1 (0.84),2 (0.84),1 (0.76),4 (0.84),1 (0.92),1 (0.84),3 (0.76),2 (0.76),5 (0.8),4 (0.72),4 (0.92),1 (0.84),4 (0.84),2 (0.76),3,"ALBERT,RoBERTa","(1, 4)",ALBERT,FALSE,TRUE
4 (0.76),5 (0.92),4 (0.72),4 (0.88),2 (0.88),4 (0.8),4 (0.8),4 (0.88),1 (0.44),4 (0.8),4 (0.84),3 (0.76),4 (0.6),4 (0.72),4 (0.72),5,Glove,"(1,)",Glove,FALSE,TRUE
3 (0.88),3 (0.76),4 (0.88),3 (0.72),1 (0.92),1 (0.84),3 (0.8),3 (0.68),2 (0.68),3 (0.92),1 (0.8),0 (0.88),3 (0.84),4 (0.88),4 (0.8),2,"Fasttext,Glove","(3, 2)",Glove,TRUE,TRUE
4 (0.72),3 (0.72),3 (0.84),5 (0.92),4 (0.76),5 (0.6),1 (0.8),5 (0.76),4 (0.88),1 (0.76),3 (0.64),5 (0.8),4 (0.84),4 (0.6),3 (0.92),5,"LLAMA3, ELMO","(4, 5)",ELMO,TRUE,TRUE
2 (0.88),1 (0.76),0 (1.0),1 (0.68),1 (0.88),1 (0.76),0 (0.96),1 (0.68),1 (0.68),2 (0.88),3 (0.84),3 (0.88),1 (0.84),3 (0.84),1 (0.8),4,"DistilBERT,Fasttext,Glove","(1, 1, 1)",DistilBERT,FALSE,FALSE
1 (0.84),3 (0.88),3 (0.8),1 (0.76),1 (0.84),4 (0.8),0 (0.68),2 (0.68),2 (0.68),4 (0.88),4 (0.88),3 (0.76),3 (0.8),1 (0.8),1 (0.88),4,"Falcon,Fasttext,Glove","(0, 2, 2)",Falcon,FALSE,TRUE
1 (0.88),1 (0.8),0 (0.92),1 (0.88),0 (0.8),1 (0.84),5 (0.92),4 (0.96),4 (0.84),4 (0.84),4 (0.84),1 (0.68),4 (0.84),4 (0.8),4 (0.84),2,W2V,"(1,)",W2V,FALSE,FALSE
5 (0.8),3 (0.88),5 (0.76),5 (0.84),4 (0.92),4 (0.84),5 (0.8),5 (0.76),4 (0.8),5 (0.92),3 (0.84),5 (0.88),3 (0.88),4 (0.72),3 (0.88),5,LLAMA3,"(4,)",LLAMA3,FALSE,TRUE
3 (0.96),1 (0.76),2 (0.68),1 (0.76),1 (0.84),1 (0.68),3 (0.76),3 (0.76),3 (0.72),1 (0.88),3 (0.76),2 (0.72),2 (0.92),3 (0.84),3 (0.92),2,"BERT,ELMO","(2, 1)",BERT,TRUE,TRUE
1 (0.84),3 (0.88),3 (0.6),1 (0.88),1 (0.8),2 (0.8),1 (0.8),1 (0.76),1 (0.8),2 (0.56),2 (0.84),2 (0.76),4 (0.76),0 (0.72),2 (0.8),2,LLAMA,"(2,)",LLAMA,TRUE,TRUE
0 (0.4),1 (0.68),1 (0.52),1 (0.6),1 (0.76),1 (0.52),1 (0.84),1 (0.76),1 (0.76),1 (0.8),1 (0.48),3 (0.88),1 (0.88),1 (0.72),1 (0.68),3,ALBERT,"(0,)",ALBERT,FALSE,TRUE
1 (0.72),1 (1.0),1 (0.84),2 (0.92),1 (0.84),1 (0.76),1 (0.8),3 (0.84),2 (0.84),1 (0.8),1 (0.76),1 (0.76),0 (0.8),1 (0.8),1 (0.84),3,ALBERT,"(1,)",ALBERT,FALSE,TRUE
1 (0.8),3 (0.84),5 (0.76),3 (0.92),3 (0.88),1 (0.72),1 (0.76),1 (0.84),1 (0.72),2 (0.72),1 (0.8),3 (0.72),1 (0.8),1 (0.92),3 (0.72),3,"ELMO,Glove,LLAMA,W2V,MISTRAL","(1, 1, 2, 3, 3)",W2V,TRUE,TRUE
0 (0.76),1 (0.8),2 (0.8),1 (0.68),2 (0.84),1 (0.84),4 (0.92),1 (0.68),1 (0.84),1 (0.88),1 (0.84),2 (0.72),2 (0.68),4 (0.68),1 (0.8),1,"DistilBERT,Fasttext,XLNET,LLAMA3","(1, 1, 2, 4)",DistilBERT,TRUE,TRUE
1 (0.76),4 (0.76),2 (0.88),1 (0.64),2 (0.84),1 (0.88),1 (0.76),0 (0.88),1 (0.76),3 (0.84),1 (0.8),1 (0.76),0 (0.84),1 (0.8),1 (0.76),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
4 (0.92),4 (0.88),3 (0.84),3 (0.52),3 (0.84),2 (0.88),2 (0.56),1 (0.84),1 (0.72),4 (0.76),4 (0.72),1 (0.72),4 (0.88),4 (0.88),4 (0.8),3,DistilBERT,"(3,)",DistilBERT,TRUE,TRUE
4 (0.76),4 (0.52),4 (0.76),4 (0.84),4 (0.8),1 (0.88),4 (0.76),4 (0.68),4 (0.76),4 (0.84),3 (0.96),1 (0.64),2 (0.76),5 (0.76),5 (0.76),5,BART,"(4,)",BART,FALSE,TRUE
4 (0.8),2 (0.84),2 (0.8),2 (0.72),2 (0.88),2 (0.76),2 (0.84),2 (0.72),2 (0.88),2 (0.88),2 (0.84),2 (0.92),2 (1.0),2 (0.84),2 (0.88),3,"DistilBERT,Fasttext","(2, 2)",Fasttext,FALSE,FALSE
3 (0.76),4 (0.88),1 (1.0),1 (0.64),4 (0.64),2 (0.8),1 (0.92),1 (0.64),1 (0.76),2 (0.84),1 (0.76),1 (0.84),3 (0.84),2 (0.92),1 (0.92),2,"DistilBERT,ELECTRA,Fasttext","(1, 4, 1)",DistilBERT,FALSE,TRUE
2 (0.92),3 (0.84),5 (0.8),5 (0.84),2 (0.84),1 (0.8),1 (0.84),1 (0.88),2 (0.76),3 (0.8),2 (0.88),1 (0.68),5 (0.76),1 (0.88),1 (0.84),3,W2V,"(1,)",W2V,FALSE,TRUE
3 (0.88),4 (0.92),2 (0.72),1 (0.84),1 (0.84),0 (0.88),1 (0.72),1 (0.76),1 (0.84),1 (0.8),1 (0.84),1 (0.76),3 (0.88),1 (0.8),1 (0.84),2,"BERT,Falcon","(2, 1)",BERT,TRUE,TRUE
2 (0.84),3 (0.8),4 (0.88),3 (0.88),4 (0.96),3 (0.92),4 (0.84),3 (0.68),3 (0.76),4 (0.76),4 (0.84),2 (0.72),4 (0.8),4 (0.8),4 (0.88),5,Fasttext,"(3,)",Fasttext,FALSE,FALSE
5 (0.8),4 (0.8),3 (0.88),3 (0.64),4 (0.68),4 (0.76),5 (0.96),3 (0.72),4 (0.84),3 (0.64),4 (0.84),5 (0.76),3 (0.76),4 (0.84),3 (0.88),1,"DistilBERT,LLAMA","(3, 3)",LLAMA,FALSE,FALSE
3 (0.96),2 (0.72),3 (0.88),3 (0.72),3 (0.56),3 (0.76),3 (0.72),2 (0.68),3 (0.92),3 (0.88),3 (0.68),1 (0.88),1 (0.76),3 (0.8),3 (0.92),2,ELECTRA,"(3,)",ELECTRA,FALSE,TRUE
3 (0.92),0 (0.72),3 (0.64),4 (0.92),3 (0.68),3 (0.72),4 (0.8),3 (0.8),1 (0.8),3 (0.64),4 (0.68),3 (0.68),2 (0.8),3 (0.72),0 (0.8),4,"BERT,LLAMA","(3, 3)",LLAMA,FALSE,TRUE
1 (0.76),5 (0.72),2 (0.76),1 (0.96),0 (0.84),1 (0.52),5 (0.76),1 (0.72),1 (0.72),5 (0.72),5 (0.76),5 (0.88),1 (0.8),3 (0.72),1 (0.88),3,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.88),1 (0.84),0 (0.92),0 (0.68),1 (0.84),0 (0.92),0 (0.64),2 (0.84),1 (0.72),0 (0.8),0 (0.84),0 (0.72),1 (0.76),0 (0.68),0 (0.64),0,"Falcon,MISTRAL","(0, 0)",Falcon,TRUE,TRUE
3 (0.76),4 (0.76),5 (0.64),3 (0.76),4 (0.88),0 (0.88),4 (0.88),4 (0.8),0 (0.76),4 (0.84),4 (0.92),4 (0.84),1 (0.64),4 (0.84),4 (0.64),1,"BERT,XLNET,MISTRAL","(5, 1, 4)",XLNET,TRUE,TRUE
1 (0.64),1 (0.68),1 (0.68),1 (0.8),1 (0.8),1 (0.84),1 (0.8),1 (0.68),1 (0.84),1 (0.88),1 (0.68),1 (0.84),3 (0.64),1 (0.68),1 (0.8),3,"ALBERT,XLNET","(1, 3)",XLNET,TRUE,TRUE
3 (0.8),4 (0.68),3 (0.92),3 (0.8),3 (0.84),3 (0.84),4 (0.76),4 (0.72),4 (0.8),3 (0.6),4 (0.84),4 (0.8),3 (0.76),3 (0.52),3 (0.68),2,LLAMA3,"(3,)",LLAMA3,FALSE,FALSE
2 (0.84),3 (0.84),2 (0.92),1 (0.88),1 (0.8),1 (0.8),2 (0.92),1 (0.8),1 (0.88),2 (0.8),2 (0.88),1 (0.92),0 (0.88),1 (0.68),2 (0.8),0,LLAMA3,"(1,)",LLAMA3,FALSE,TRUE
0 (0.8),1 (0.84),3 (0.92),2 (0.76),3 (0.72),5 (0.84),4 (0.76),4 (0.8),4 (0.84),2 (0.72),2 (0.88),3 (0.72),1 (0.72),4 (0.88),4 (0.72),1,"ELECTRA,LLAMA,W2V,XLNET,MISTRAL","(3, 2, 3, 1, 4)",XLNET,TRUE,TRUE
